edad,renuncia,viajes,tarifa_diaria,departamento,distancia_al_trabajo,educacion,campo_de_educacion,conteo_de_empleados,numero_de_empleado,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,nivel_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,tarifa_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,satisfaccion_relacion,horas_estandar,nivel_de_stock,aí±os_trabajando,num_entrenamientos_aí±o,balance_vida_trabajo,aí±os_en_la_empresa,aí±os_en_el_puesto,aí±os_desde_ultimo_ascenso,aí±os_con_actual_supervisor
51,No,Viaja_Raramente,684,Investigación y Desarrollo,6,3,Ciencias de la Vida,1,162,1,Masculino,51,3,5,Director de Investigación,3,Soltero,19537,6462,7,No,13,3,3,80,0,23,5,3,20,18,15,15
31,Si,Viaja_Raramente,249,Ventas,6,4,Ciencias de la Vida,1,163,2,Masculino,76,1,2,Ejecutivo de Ventas,3,Casado,6172,20739,4,Si,18,3,2,80,0,12,3,2,7,7,7,7
26,No,Viaja_Raramente,841,Investigación y Desarrollo,6,3,Otro,1,164,3,Femenino,46,2,1,Cientí­fico de Investigación,2,Casado,2368,23300,1,No,19,3,3,80,0,5,3,2,5,4,4,3
58,Si,Viaja_Raramente,147,Investigación y Desarrollo,23,4,Medicina,1,165,4,Femenino,94,3,3,Representante de Salud,4,Casado,10312,3465,1,No,12,3,4,80,1,40,3,2,40,10,15,6
19,Si,Viaja_Raramente,528,Ventas,22,1,Mercadeo,1,167,4,Masculino,50,3,1,Representante de Ventas,3,Soltero,1675,26820,1,Si,19,3,4,80,0,0,2,2,0,0,0,0
22,No,Viaja_Raramente,594,Investigación y Desarrollo,2,1,Grado Tí©cnico,1,169,3,Masculino,100,3,1,Técnico de Laboratorio,4,Casado,2523,19299,0,No,14,3,3,80,1,3,2,3,2,1,2,1
49,No,Viaja_Raramente,470,Investigación y Desarrollo,20,4,Medicina,1,170,3,Femenino,96,3,2,Director de Manufactura,1,Casado,6567,5549,1,No,14,3,3,80,0,16,2,2,15,11,5,11
43,No,Viaja_Frecuentemente,957,Investigación y Desarrollo,28,3,Medicina,1,171,2,Femenino,72,4,1,Cientí­fico de Investigación,3,Soltero,4739,16090,4,No,12,3,4,80,0,18,2,3,3,2,1,2
50,No,Viaja_Frecuentemente,809,Ventas,12,3,Mercadeo,1,174,3,Femenino,77,3,3,Ejecutivo de Ventas,4,Soltero,9208,6645,4,No,11,3,4,80,0,16,3,3,2,2,2,1
31,Si,Viaja_Raramente,542,Ventas,20,3,Ciencias de la Vida,1,175,2,Femenino,71,1,2,Ejecutivo de Ventas,3,Casado,4559,24788,3,Si,11,3,3,80,1,4,2,3,2,2,2,2
41,No,Viaja_Raramente,802,Ventas,9,1,Ciencias de la Vida,1,176,3,Masculino,96,3,3,Ejecutivo de Ventas,3,Divorciado,8189,21196,3,Si,13,3,3,80,1,12,2,3,9,7,0,7
26,No,Viaja_Raramente,1355,Recursos Humanos,25,1,Ciencias de la Vida,1,177,3,Femenino,61,3,1,Recursos Humanos,3,Casado,2942,8916,1,No,23,4,4,80,1,8,3,3,8,7,5,7
36,No,Viaja_Raramente,216,Investigación y Desarrollo,6,2,Medicina,1,178,2,Masculino,84,3,2,Director de Manufactura,2,Divorciado,4941,2819,6,No,20,4,4,80,2,7,0,3,3,2,0,1
51,Si,Viaja_Frecuentemente,1150,Investigación y Desarrollo,8,4,Ciencias de la Vida,1,179,1,Masculino,53,1,3,Director de Manufactura,4,Soltero,10650,25150,2,No,15,3,4,80,0,18,2,3,4,2,0,3
39,No,Viaja_Raramente,1329,Ventas,4,4,Ciencias de la Vida,1,182,4,Femenino,47,2,2,Ejecutivo de Ventas,3,Casado,5902,14590,4,No,14,3,3,80,1,17,1,4,15,11,5,9
25,No,Viaja_Raramente,959,Ventas,28,3,Ciencias de la Vida,1,183,1,Masculino,41,2,2,Ejecutivo de Ventas,3,Casado,8639,24835,2,No,18,3,4,80,0,6,3,3,2,2,2,2
30,No,Viaja_Raramente,1240,Recursos Humanos,9,3,Recursos Humanos,1,184,3,Masculino,48,3,2,Recursos Humanos,4,Casado,6347,13982,0,Si,19,3,4,80,0,12,2,1,11,9,4,7
32,Si,Viaja_Raramente,1033,Investigación y Desarrollo,9,3,Medicina,1,190,1,Femenino,41,3,1,Técnico de Laboratorio,1,Soltero,4200,10224,7,No,22,4,1,80,0,10,2,4,5,4,0,4
45,No,Viaja_Raramente,1316,Investigación y Desarrollo,29,3,Medicina,1,192,3,Masculino,83,3,1,Cientí­fico de Investigación,4,Soltero,3452,9752,5,No,13,3,2,80,0,9,2,2,6,5,0,3
38,No,Viaja_Raramente,364,Investigación y Desarrollo,3,5,Grado Tí©cnico,1,193,4,Femenino,32,3,2,Cientí­fico de Investigación,3,Soltero,4317,2302,3,Si,20,4,2,80,0,19,2,3,3,2,2,2
30,No,Viaja_Raramente,438,Investigación y Desarrollo,18,3,Ciencias de la Vida,1,194,1,Femenino,75,3,1,Cientí­fico de Investigación,3,Soltero,2632,23910,1,No,14,3,3,80,0,5,4,2,5,4,0,4
32,No,Viaja_Frecuentemente,689,Ventas,9,2,Medicina,1,195,4,Masculino,35,1,2,Ejecutivo de Ventas,4,Divorciado,4668,22812,0,No,17,3,4,80,3,9,2,4,8,7,0,7
30,No,Viaja_Raramente,201,Investigación y Desarrollo,5,3,Grado Tí©cnico,1,197,4,Femenino,84,3,1,Cientí­fico de Investigación,1,Divorciado,3204,10415,5,No,14,3,4,80,1,8,3,3,3,2,2,2
30,No,Viaja_Raramente,1427,Investigación y Desarrollo,2,1,Medicina,1,198,2,Masculino,35,2,1,Técnico de Laboratorio,4,Soltero,2720,11162,0,No,13,3,4,80,0,6,3,3,5,3,1,2
41,No,Viaja_Frecuentemente,857,Investigación y Desarrollo,10,3,Ciencias de la Vida,1,199,4,Masculino,91,2,4,Gerente,1,Divorciado,17181,12888,4,No,13,3,2,80,1,21,2,2,7,6,7,7
41,No,Viaja_Raramente,933,Investigación y Desarrollo,9,4,Ciencias de la Vida,1,200,3,Masculino,94,3,1,Técnico de Laboratorio,1,Casado,2238,6961,2,No,21,4,4,80,1,7,2,3,5,0,1,4
19,No,Viaja_Raramente,1181,Investigación y Desarrollo,3,1,Medicina,1,201,2,Femenino,79,3,1,Técnico de Laboratorio,2,Soltero,1483,16102,1,No,14,3,4,80,0,1,3,3,1,0,0,0
40,No,Viaja_Frecuentemente,1395,Investigación y Desarrollo,26,3,Medicina,1,202,2,Femenino,54,3,2,Cientí­fico de Investigación,2,Divorciado,5605,8504,1,No,11,3,1,80,1,20,2,3,20,7,2,13
35,No,Viaja_Raramente,662,Ventas,1,5,Mercadeo,1,204,3,Masculino,94,3,3,Ejecutivo de Ventas,2,Casado,7295,11439,1,No,13,3,1,80,2,10,3,3,10,8,0,6
53,No,Viaja_Raramente,1436,Ventas,6,2,Mercadeo,1,205,2,Masculino,34,3,2,Representante de Ventas,3,Casado,2306,16047,2,Si,20,4,4,80,1,13,3,1,7,7,4,5
45,No,Viaja_Raramente,194,Investigación y Desarrollo,9,3,Ciencias de la Vida,1,206,2,Masculino,60,3,2,Técnico de Laboratorio,2,Divorciado,2348,10901,8,No,18,3,3,80,1,20,2,1,17,9,0,15
32,No,Viaja_Frecuentemente,967,Ventas,8,3,Mercadeo,1,207,2,Femenino,43,3,3,Ejecutivo de Ventas,4,Soltero,8998,15589,1,No,14,3,4,80,0,9,2,3,9,8,3,7
29,No,No_Viaja,1496,Investigación y Desarrollo,1,1,Grado Tí©cnico,1,208,4,Masculino,41,3,2,Director de Manufactura,3,Casado,4319,26283,1,No,13,3,1,80,1,10,1,3,10,7,0,9
51,No,Viaja_Raramente,1169,Investigación y Desarrollo,7,4,Medicina,1,211,2,Masculino,34,2,2,Director de Manufactura,3,Casado,6132,13983,2,No,17,3,3,80,0,10,2,3,1,0,0,0
58,No,Viaja_Raramente,1145,Investigación y Desarrollo,9,3,Medicina,1,214,2,Femenino,75,2,1,Cientí­fico de Investigación,2,Casado,3346,11873,4,Si,20,4,2,80,1,9,3,2,1,0,0,0
40,No,Viaja_Raramente,630,Ventas,4,4,Mercadeo,1,215,3,Masculino,67,2,3,Ejecutivo de Ventas,4,Casado,10855,8552,7,No,11,3,1,80,1,15,2,2,12,11,2,11
34,No,Viaja_Frecuentemente,303,Ventas,2,4,Mercadeo,1,216,3,Femenino,75,3,1,Representante de Ventas,3,Casado,2231,11314,6,No,18,3,4,80,1,6,3,3,4,3,1,2
22,No,Viaja_Raramente,1256,Investigación y Desarrollo,19,1,Medicina,1,217,3,Masculino,80,3,1,Cientí­fico de Investigación,4,Casado,2323,11992,1,No,24,4,1,80,2,2,6,3,2,2,2,2
27,No,No_Viaja,691,Investigación y Desarrollo,9,3,Medicina,1,218,4,Masculino,57,3,1,Cientí­fico de Investigación,2,Divorciado,2024,5970,6,No,18,3,4,80,1,6,1,1,2,2,2,2
28,No,Viaja_Raramente,440,Investigación y Desarrollo,21,3,Medicina,1,221,3,Masculino,42,3,1,Cientí­fico de Investigación,4,Casado,2713,6672,1,No,11,3,3,80,1,5,2,1,5,2,0,2
57,No,Viaja_Raramente,334,Investigación y Desarrollo,24,2,Ciencias de la Vida,1,223,3,Masculino,83,4,3,Representante de Salud,4,Divorciado,9439,23402,3,Si,16,3,2,80,1,12,2,1,5,3,1,4
27,No,No_Viaja,1450,Investigación y Desarrollo,3,3,Medicina,1,224,3,Masculino,79,2,1,Cientí­fico de Investigación,3,Divorciado,2566,25326,1,Si,15,3,4,80,1,1,2,2,1,1,0,1
50,No,Viaja_Raramente,1452,Investigación y Desarrollo,11,3,Ciencias de la Vida,1,226,3,Femenino,53,3,5,Gerente,2,Soltero,19926,17053,3,No,15,3,2,80,0,21,5,3,5,4,4,4
41,No,Viaja_Raramente,465,Investigación y Desarrollo,14,3,Ciencias de la Vida,1,227,1,Masculino,56,3,1,Cientí­fico de Investigación,3,Divorciado,2451,4609,4,No,12,3,1,80,1,13,2,3,9,8,1,8
30,No,Viaja_Raramente,1339,Ventas,5,3,Ciencias de la Vida,1,228,2,Femenino,41,3,3,Ejecutivo de Ventas,4,Casado,9419,8053,2,No,12,3,3,80,1,12,2,3,10,9,7,4
38,No,Viaja_Raramente,702,Ventas,1,4,Ciencias de la Vida,1,230,1,Femenino,59,2,2,Ejecutivo de Ventas,4,Soltero,8686,12930,4,No,22,4,3,80,0,12,2,4,8,3,0,7
32,No,Viaja_Raramente,120,Investigación y Desarrollo,6,5,Ciencias de la Vida,1,231,3,Masculino,43,3,1,Cientí­fico de Investigación,3,Soltero,3038,12430,3,No,20,4,1,80,0,8,2,3,5,4,1,4
27,No,Viaja_Raramente,1157,Investigación y Desarrollo,17,3,Grado Tí©cnico,1,233,3,Masculino,51,3,1,Cientí­fico de Investigación,2,Casado,3058,13364,0,Si,16,3,4,80,1,6,3,2,5,2,1,1
19,Si,Viaja_Frecuentemente,602,Ventas,1,1,Grado Tí©cnico,1,235,3,Femenino,100,1,1,Representante de Ventas,1,Soltero,2325,20989,0,No,21,4,1,80,0,1,5,4,0,0,0,0
36,No,Viaja_Frecuentemente,1480,Investigación y Desarrollo,3,2,Medicina,1,238,4,Masculino,30,3,1,Técnico de Laboratorio,2,Soltero,2088,15062,4,No,12,3,3,80,0,13,3,2,8,7,7,2
30,No,No_Viaja,111,Investigación y Desarrollo,9,3,Medicina,1,239,3,Masculino,66,3,2,Técnico de Laboratorio,1,Divorciado,3072,11012,1,No,11,3,3,80,2,12,4,3,12,9,6,10
45,No,Viaja_Raramente,1268,Ventas,4,2,Ciencias de la Vida,1,240,3,Femenino,30,3,2,Ejecutivo de Ventas,1,Divorciado,5006,6319,4,Si,11,3,1,80,1,9,3,4,5,4,0,3
56,No,Viaja_Raramente,713,Investigación y Desarrollo,8,3,Ciencias de la Vida,1,241,3,Femenino,67,3,1,Cientí­fico de Investigación,1,Divorciado,4257,13939,4,Si,18,3,3,80,1,19,3,3,2,2,2,2
33,No,Viaja_Raramente,134,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,242,3,Masculino,90,3,1,Cientí­fico de Investigación,4,Soltero,2500,10515,0,No,14,3,1,80,0,4,2,4,3,1,0,2
19,Si,Viaja_Raramente,303,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,243,2,Masculino,47,2,1,Técnico de Laboratorio,4,Soltero,1102,9241,1,No,22,4,3,80,0,1,3,2,1,0,1,0
46,No,Viaja_Raramente,526,Ventas,1,2,Mercadeo,1,244,2,Femenino,92,3,3,Ejecutivo de Ventas,1,Divorciado,10453,2137,1,No,25,4,3,80,3,24,2,3,24,13,15,7
38,No,Viaja_Raramente,1380,Investigación y Desarrollo,9,2,Ciencias de la Vida,1,245,3,Femenino,75,3,1,Técnico de Laboratorio,4,Soltero,2288,6319,1,No,12,3,3,80,0,2,3,3,2,2,2,1
31,No,Viaja_Raramente,140,Investigación y Desarrollo,12,1,Medicina,1,246,3,Femenino,95,3,1,Cientí­fico de Investigación,4,Casado,3929,6984,8,Si,23,4,3,80,1,7,0,3,4,2,0,2
34,No,Viaja_Raramente,629,Investigación y Desarrollo,27,2,Medicina,1,247,4,Femenino,95,3,1,Cientí­fico de Investigación,2,Soltero,2311,5711,2,No,15,3,4,80,0,9,3,3,3,2,1,2
41,Si,Viaja_Raramente,1356,Ventas,20,2,Mercadeo,1,248,2,Femenino,70,3,1,Representante de Ventas,2,Soltero,3140,21728,1,Si,22,4,4,80,0,4,5,2,4,3,0,2
50,No,Viaja_Raramente,328,Investigación y Desarrollo,1,3,Medicina,1,249,3,Masculino,86,2,1,Técnico de Laboratorio,3,Casado,3690,3425,2,No,15,3,4,80,1,5,2,2,3,2,0,2
53,No,Viaja_Raramente,1084,Investigación y Desarrollo,13,2,Medicina,1,250,4,Femenino,57,4,2,Director de Manufactura,1,Divorciado,4450,26250,1,No,11,3,3,80,2,5,3,3,4,2,1,3
33,No,Viaja_Raramente,931,Investigación y Desarrollo,14,3,Medicina,1,252,4,Femenino,72,3,1,Cientí­fico de Investigación,2,Casado,2756,4673,1,No,13,3,4,80,1,8,5,3,8,7,1,6
40,No,Viaja_Raramente,989,Investigación y Desarrollo,4,1,Medicina,1,253,4,Femenino,46,3,5,Gerente,3,Casado,19033,6499,1,No,14,3,2,80,1,21,2,3,20,8,9,9
55,No,Viaja_Raramente,692,Investigación y Desarrollo,14,4,Medicina,1,254,3,Masculino,61,4,5,Director de Investigación,2,Soltero,18722,13339,8,No,11,3,4,80,0,36,3,3,24,15,2,15
34,No,Viaja_Frecuentemente,1069,Investigación y Desarrollo,2,1,Ciencias de la Vida,1,256,4,Masculino,45,2,2,Director de Manufactura,3,Casado,9547,14074,1,No,17,3,3,80,0,10,2,2,10,9,1,9
51,No,Viaja_Raramente,313,Investigación y Desarrollo,3,3,Medicina,1,258,4,Femenino,98,3,4,Representante de Salud,2,Soltero,13734,7192,3,No,18,3,3,80,0,21,6,3,7,7,1,0
52,No,Viaja_Raramente,699,Investigación y Desarrollo,1,4,Ciencias de la Vida,1,259,3,Masculino,65,2,5,Gerente,3,Casado,19999,5678,0,No,14,3,1,80,1,34,5,3,33,18,11,9
27,No,Viaja_Raramente,894,Investigación y Desarrollo,9,3,Medicina,1,260,4,Femenino,99,3,1,Cientí­fico de Investigación,2,Soltero,2279,11781,1,No,16,3,4,80,0,7,2,2,7,7,0,3
35,Si,Viaja_Raramente,556,Investigación y Desarrollo,23,2,Ciencias de la Vida,1,261,2,Masculino,50,2,2,Director de Manufactura,3,Casado,5916,15497,3,Si,13,3,1,80,0,8,1,3,1,0,0,1
43,No,No_Viaja,1344,Investigación y Desarrollo,7,3,Medicina,1,262,4,Masculino,37,4,1,Cientí­fico de Investigación,4,Divorciado,2089,5228,4,No,14,3,4,80,3,7,3,4,5,4,2,2
45,No,No_Viaja,1195,Investigación y Desarrollo,2,2,Medicina,1,264,1,Masculino,65,2,4,Gerente,4,Casado,16792,20462,9,No,23,4,4,80,1,22,1,3,20,8,11,8
37,No,Viaja_Raramente,290,Investigación y Desarrollo,21,3,Ciencias de la Vida,1,267,2,Masculino,65,4,1,Cientí­fico de Investigación,1,Casado,3564,22977,1,Si,12,3,1,80,1,8,3,2,8,7,1,7
35,No,Viaja_Frecuentemente,138,Investigación y Desarrollo,2,3,Medicina,1,269,2,Femenino,37,3,2,Técnico de Laboratorio,2,Soltero,4425,15986,5,No,11,3,4,80,0,10,5,3,6,2,1,2
42,No,No_Viaja,926,Investigación y Desarrollo,21,2,Medicina,1,270,3,Femenino,36,3,2,Director de Manufactura,3,Divorciado,5265,16439,2,No,16,3,2,80,1,11,5,3,5,3,0,2
38,No,Viaja_Raramente,1261,Investigación y Desarrollo,2,4,Ciencias de la Vida,1,271,4,Masculino,88,3,2,Director de Manufactura,3,Casado,6553,7259,9,No,14,3,2,80,0,14,3,3,1,0,0,0
38,No,Viaja_Raramente,1084,Investigación y Desarrollo,29,3,Grado Tí©cnico,1,273,4,Masculino,54,3,2,Director de Manufactura,4,Casado,6261,4185,3,No,18,3,1,80,1,9,3,1,7,7,1,7
27,No,Viaja_Frecuentemente,472,Investigación y Desarrollo,1,1,Grado Tí©cnico,1,274,3,Masculino,60,2,2,Director de Manufactura,1,Casado,4298,9679,5,No,19,3,3,80,1,6,1,3,2,2,2,0
49,No,No_Viaja,1002,Investigación y Desarrollo,18,4,Ciencias de la Vida,1,275,4,Masculino,92,3,2,Director de Manufactura,4,Divorciado,6804,23793,1,Si,15,3,1,80,2,7,0,3,7,7,1,7
34,No,Viaja_Frecuentemente,878,Investigación y Desarrollo,10,4,Medicina,1,277,4,Masculino,43,3,1,Cientí­fico de Investigación,3,Divorciado,3815,5972,1,Si,17,3,4,80,1,5,4,4,5,3,2,0
40,No,Viaja_Raramente,905,Investigación y Desarrollo,19,2,Medicina,1,281,3,Masculino,99,3,2,Técnico de Laboratorio,4,Casado,2741,16523,8,Si,15,3,3,80,1,15,2,4,7,2,3,7
38,Si,Viaja_Raramente,1180,Investigación y Desarrollo,29,1,Medicina,1,282,2,Masculino,70,3,2,Representante de Salud,1,Casado,6673,11354,7,Si,19,3,2,80,0,17,2,3,1,0,0,0
29,Si,Viaja_Raramente,121,Ventas,27,3,Mercadeo,1,283,2,Femenino,35,3,3,Ejecutivo de Ventas,4,Casado,7639,24525,1,No,22,4,4,80,3,10,3,2,10,4,1,9
22,No,Viaja_Raramente,1136,Investigación y Desarrollo,5,3,Ciencias de la Vida,1,284,4,Masculino,60,4,1,Cientí­fico de Investigación,2,Divorciado,2328,12392,1,Si,16,3,1,80,1,4,2,2,4,2,2,2
36,No,Viaja_Frecuentemente,635,Investigación y Desarrollo,18,1,Medicina,1,286,2,Femenino,73,3,1,Técnico de Laboratorio,4,Soltero,2153,7703,1,No,13,3,1,80,0,8,2,3,8,1,1,7
40,No,No_Viaja,1151,Investigación y Desarrollo,9,5,Ciencias de la Vida,1,287,4,Masculino,63,2,2,Representante de Salud,4,Casado,4876,14242,9,No,14,3,4,80,1,5,5,1,3,2,0,2
46,No,Viaja_Raramente,644,Investigación y Desarrollo,1,4,Medicina,1,288,4,Masculino,97,3,3,Representante de Salud,1,Divorciado,9396,12368,7,No,16,3,3,80,1,17,3,3,4,2,0,3
32,Si,Viaja_Raramente,1045,Ventas,4,4,Medicina,1,291,4,Masculino,32,1,3,Ejecutivo de Ventas,4,Casado,10400,25812,1,No,11,3,3,80,0,14,2,2,14,8,9,8
30,No,No_Viaja,829,Investigación y Desarrollo,1,1,Ciencias de la Vida,1,292,3,Masculino,88,2,3,Director de Manufactura,3,Soltero,8474,20925,1,No,22,4,3,80,0,12,2,3,11,8,5,8
27,No,Viaja_Frecuentemente,1242,Ventas,20,3,Ciencias de la Vida,1,293,4,Femenino,90,3,2,Ejecutivo de Ventas,3,Soltero,9981,12916,1,No,14,3,4,80,0,7,2,3,7,7,0,7
51,No,Viaja_Raramente,1469,Investigación y Desarrollo,8,4,Ciencias de la Vida,1,296,2,Masculino,81,2,3,Director de Investigación,2,Casado,12490,15736,5,No,16,3,4,80,2,16,5,1,10,9,4,7
30,Si,Viaja_Raramente,1005,Investigación y Desarrollo,3,3,Grado Tí©cnico,1,297,4,Femenino,88,3,1,Cientí­fico de Investigación,1,Soltero,2657,8556,5,Si,11,3,3,80,0,8,5,3,5,2,0,4
41,No,Viaja_Raramente,896,Ventas,6,3,Ciencias de la Vida,1,298,4,Femenino,75,3,3,Gerente,4,Soltero,13591,14674,3,Si,18,3,3,80,0,16,3,3,1,0,0,0
30,Si,Viaja_Frecuentemente,334,Ventas,26,4,Mercadeo,1,299,3,Femenino,52,2,2,Ejecutivo de Ventas,1,Soltero,6696,22967,5,No,15,3,3,80,0,9,5,2,6,3,0,1
29,Si,Viaja_Raramente,992,Investigación y Desarrollo,1,3,Grado Tí©cnico,1,300,3,Masculino,85,3,1,Cientí­fico de Investigación,3,Soltero,2058,19757,0,No,14,3,4,80,0,7,1,2,6,2,1,5
45,No,No_Viaja,1052,Ventas,6,3,Medicina,1,302,4,Femenino,57,2,3,Ejecutivo de Ventas,4,Soltero,8865,16840,6,No,12,3,4,80,0,23,2,3,19,7,12,8
54,No,Viaja_Raramente,1147,Ventas,3,3,Mercadeo,1,303,4,Femenino,52,3,2,Ejecutivo de Ventas,1,Casado,5940,17011,2,No,14,3,4,80,1,16,4,3,6,2,0,5
36,No,Viaja_Raramente,1396,Investigación y Desarrollo,5,2,Ciencias de la Vida,1,304,4,Masculino,62,3,2,Técnico de Laboratorio,2,Soltero,5914,9945,8,No,16,3,4,80,0,16,3,4,13,11,3,7
33,No,Viaja_Raramente,147,Investigación y Desarrollo,4,4,Medicina,1,305,3,Femenino,47,2,1,Cientí­fico de Investigación,2,Casado,2622,13248,6,No,21,4,4,80,0,7,3,3,3,2,1,1
37,No,Viaja_Frecuentemente,663,Investigación y Desarrollo,11,3,Otro,1,306,2,Masculino,47,3,3,Director de Investigación,4,Divorciado,12185,10056,1,Si,14,3,3,80,3,10,1,3,10,8,0,7
38,No,Viaja_Raramente,119,Ventas,3,3,Ciencias de la Vida,1,307,1,Masculino,76,3,3,Ejecutivo de Ventas,3,Divorciado,10609,9647,0,No,12,3,3,80,2,17,6,2,16,10,5,13
31,No,No_Viaja,979,Investigación y Desarrollo,1,4,Medicina,1,308,3,Masculino,90,1,2,Director de Manufactura,3,Casado,4345,4381,0,No,12,3,4,80,1,6,2,3,5,4,1,4
59,No,Viaja_Raramente,142,Investigación y Desarrollo,3,3,Ciencias de la Vida,1,309,3,Masculino,70,2,1,Cientí­fico de Investigación,4,Casado,2177,8456,3,No,17,3,1,80,1,7,6,3,1,0,0,0
37,No,Viaja_Frecuentemente,319,Ventas,4,4,Mercadeo,1,311,1,Masculino,41,3,1,Representante de Ventas,4,Divorciado,2793,2539,4,No,17,3,3,80,1,13,2,3,9,8,5,8
29,No,Viaja_Frecuentemente,1413,Ventas,1,1,Medicina,1,312,2,Femenino,42,3,3,Ejecutivo de Ventas,4,Casado,7918,6599,1,No,14,3,4,80,1,11,5,3,11,10,4,1
35,No,Viaja_Frecuentemente,944,Ventas,1,3,Mercadeo,1,314,3,Femenino,92,3,3,Ejecutivo de Ventas,3,Soltero,8789,9096,1,No,14,3,1,80,0,10,3,4,10,7,0,8
29,Si,Viaja_Raramente,896,Investigación y Desarrollo,18,1,Medicina,1,315,3,Masculino,86,2,1,Cientí­fico de Investigación,4,Soltero,2389,14961,1,Si,13,3,3,80,0,4,3,2,4,3,0,1
52,No,Viaja_Raramente,1323,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,316,3,Femenino,89,2,1,Técnico de Laboratorio,4,Soltero,3212,3300,7,No,15,3,2,80,0,6,3,2,2,2,2,2
42,No,Viaja_Raramente,532,Investigación y Desarrollo,4,2,Grado Tí©cnico,1,319,3,Masculino,58,3,5,Gerente,4,Casado,19232,4933,1,No,11,3,4,80,0,22,3,3,22,17,11,15
59,No,Viaja_Raramente,818,Recursos Humanos,6,2,Medicina,1,321,2,Masculino,52,3,1,Recursos Humanos,3,Casado,2267,25657,8,No,17,3,4,80,0,7,2,2,2,2,2,2
50,No,Viaja_Raramente,854,Ventas,1,4,Medicina,1,323,4,Femenino,68,3,5,Gerente,4,Divorciado,19517,24118,3,No,11,3,3,80,1,32,3,2,7,0,0,6
33,Si,Viaja_Raramente,813,Investigación y Desarrollo,14,3,Medicina,1,325,3,Masculino,58,3,1,Técnico de Laboratorio,4,Casado,2436,22149,5,Si,13,3,3,80,1,8,2,1,5,4,0,4
43,No,Viaja_Raramente,1034,Ventas,16,3,Mercadeo,1,327,4,Femenino,80,3,4,Gerente,4,Casado,16064,7744,5,Si,22,4,3,80,1,22,3,3,17,13,1,9
33,Si,Viaja_Raramente,465,Investigación y Desarrollo,2,2,Ciencias de la Vida,1,328,1,Femenino,39,3,1,Técnico de Laboratorio,1,Casado,2707,21509,7,No,20,4,1,80,0,13,3,4,9,7,1,7
52,No,No_Viaja,771,Ventas,2,4,Ciencias de la Vida,1,329,1,Masculino,79,2,5,Gerente,3,Soltero,19068,21030,1,Si,18,3,4,80,0,33,2,4,33,7,15,12
32,No,Viaja_Raramente,1401,Ventas,4,2,Ciencias de la Vida,1,330,3,Femenino,56,3,1,Representante de Ventas,2,Casado,3931,20990,2,No,11,3,1,80,1,6,5,3,4,3,1,2
32,Si,Viaja_Raramente,515,Investigación y Desarrollo,1,3,Ciencias de la Vida,1,331,4,Masculino,62,2,1,Técnico de Laboratorio,3,Soltero,3730,9571,0,Si,14,3,4,80,0,4,2,1,3,2,1,2
39,No,Viaja_Raramente,1431,Investigación y Desarrollo,1,4,Medicina,1,332,3,Femenino,96,3,1,Técnico de Laboratorio,3,Divorciado,2232,15417,7,No,14,3,3,80,3,7,1,3,3,2,1,2
32,No,No_Viaja,976,Ventas,26,4,Mercadeo,1,333,3,Masculino,100,3,2,Ejecutivo de Ventas,4,Casado,4465,12069,0,No,18,3,1,80,0,4,2,3,3,2,2,2
41,No,Viaja_Raramente,1411,Investigación y Desarrollo,19,2,Ciencias de la Vida,1,334,3,Masculino,36,3,2,Cientí­fico de Investigación,1,Divorciado,3072,19877,2,No,16,3,1,80,2,17,2,2,1,0,0,0
40,No,Viaja_Raramente,1300,Investigación y Desarrollo,24,2,Grado Tí©cnico,1,335,1,Masculino,62,3,2,Cientí­fico de Investigación,4,Divorciado,3319,24447,1,No,17,3,1,80,2,9,3,3,9,8,4,7
45,No,Viaja_Raramente,252,Investigación y Desarrollo,1,3,Otro,1,336,3,Masculino,70,4,5,Gerente,4,Casado,19202,15970,0,No,11,3,3,80,1,25,2,3,24,0,1,7
31,No,Viaja_Frecuentemente,1327,Investigación y Desarrollo,3,4,Medicina,1,337,2,Masculino,73,3,3,Director de Investigación,3,Divorciado,13675,13523,9,No,12,3,1,80,1,9,3,3,2,2,2,2
33,No,Viaja_Raramente,832,Investigación y Desarrollo,5,4,Ciencias de la Vida,1,338,3,Femenino,63,2,1,Cientí­fico de Investigación,4,Casado,2911,14776,1,No,13,3,3,80,1,2,2,2,2,2,0,2
34,No,Viaja_Raramente,470,Investigación y Desarrollo,2,4,Ciencias de la Vida,1,339,4,Masculino,84,2,2,Director de Manufactura,1,Casado,5957,23687,6,No,13,3,2,80,1,13,3,3,11,9,5,9
37,No,Viaja_Raramente,1017,Investigación y Desarrollo,1,2,Medicina,1,340,3,Femenino,83,2,1,Cientí­fico de Investigación,1,Casado,3920,18697,2,No,14,3,1,80,1,17,2,2,3,1,0,2
45,No,Viaja_Frecuentemente,1199,Investigación y Desarrollo,7,4,Ciencias de la Vida,1,341,1,Masculino,77,4,2,Director de Manufactura,3,Casado,6434,5118,4,No,17,3,4,80,1,9,1,3,3,2,0,2
