edad,renuncia,viajes,departamento,educacion,campo_de_educacion,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,antiguedad,entrenamientos,antiguedad_en_la_empresa,antiguedad_en_el_puesto,anios_desde_ultimo_ascenso,anios_con_actual_supervisor
33,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,72,3,Cientí­fico de Investigación,2,Casado,2756,1,No,13,3,8,5,8,7,1,6
40,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,4,Femenino,46,3,Gerente,3,Casado,19033,1,No,14,3,21,2,20,8,9,9
55,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Masculino,61,4,Director de Investigación,2,Soltero,18722,8,No,11,3,36,3,24,15,2,15
34,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Ciencias de la Vida,4,Masculino,45,2,Director de Manufactura,3,Casado,9547,1,No,17,3,10,2,10,9,1,9
51,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,98,3,Representante de Salud,2,Soltero,13734,3,No,18,3,21,6,7,7,1,0
52,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,65,2,Gerente,3,Casado,19999,0,No,14,3,34,5,33,18,11,9
27,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,99,3,Cientí­fico de Investigación,2,Soltero,2279,1,No,16,3,7,2,7,7,0,3
43,No,No_Viaja,Investigación y Desarrollo,3,Medicina,4,Masculino,37,4,Cientí­fico de Investigación,4,Divorciado,2089,4,No,14,3,7,3,5,4,2,2
45,No,No_Viaja,Investigación y Desarrollo,2,Medicina,1,Masculino,65,2,Gerente,4,Casado,16792,9,No,23,4,22,1,20,8,11,8
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Masculino,65,4,Cientí­fico de Investigación,1,Casado,3564,1,Si,12,3,8,3,8,7,1,7
35,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,2,Femenino,37,3,Técnico de Laboratorio,2,Soltero,4425,5,No,11,3,10,5,6,2,1,2
42,No,No_Viaja,Investigación y Desarrollo,2,Medicina,3,Femenino,36,3,Director de Manufactura,3,Divorciado,5265,2,No,16,3,11,5,5,3,0,2
38,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,88,3,Director de Manufactura,3,Casado,6553,9,No,14,3,14,3,1,0,0,0
38,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,4,Masculino,54,3,Director de Manufactura,4,Casado,6261,3,No,18,3,9,3,7,7,1,7
27,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Grado Tí©cnico,3,Masculino,60,2,Director de Manufactura,1,Casado,4298,5,No,19,3,6,1,2,2,2,0
49,No,No_Viaja,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,92,3,Director de Manufactura,4,Divorciado,6804,1,Si,15,3,7,0,7,7,1,7
34,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,4,Masculino,43,3,Cientí­fico de Investigación,3,Divorciado,3815,1,Si,17,3,5,4,5,3,2,0
40,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,3,Masculino,99,3,Técnico de Laboratorio,4,Casado,2741,8,Si,15,3,15,2,7,2,3,7
22,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,60,4,Cientí­fico de Investigación,2,Divorciado,2328,1,Si,16,3,4,2,4,2,2,2
36,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Medicina,2,Femenino,73,3,Técnico de Laboratorio,4,Soltero,2153,1,No,13,3,8,2,8,1,1,7
40,No,No_Viaja,Investigación y Desarrollo,5,Ciencias de la Vida,4,Masculino,63,2,Representante de Salud,4,Casado,4876,9,No,14,3,5,5,3,2,0,2
46,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,97,3,Representante de Salud,1,Divorciado,9396,7,No,16,3,17,3,4,2,0,3
30,No,No_Viaja,Investigación y Desarrollo,1,Ciencias de la Vida,3,Masculino,88,2,Director de Manufactura,3,Soltero,8474,1,No,22,4,12,2,11,8,5,8
27,No,Viaja_Frecuentemente,Ventas,3,Ciencias de la Vida,4,Femenino,90,3,Ejecutivo de Ventas,3,Soltero,9981,1,No,14,3,7,2,7,7,0,7
51,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Masculino,81,2,Director de Investigación,2,Casado,12490,5,No,16,3,16,5,10,9,4,7
41,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,4,Femenino,75,3,Gerente,4,Soltero,13591,3,Si,18,3,16,3,1,0,0,0
45,No,No_Viaja,Ventas,3,Medicina,4,Femenino,57,2,Ejecutivo de Ventas,4,Soltero,8865,6,No,12,3,23,2,19,7,12,8
54,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Femenino,52,3,Ejecutivo de Ventas,1,Casado,5940,2,No,14,3,16,4,6,2,0,5
36,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,62,3,Técnico de Laboratorio,2,Soltero,5914,8,No,16,3,16,3,13,11,3,7
33,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Femenino,47,2,Cientí­fico de Investigación,2,Casado,2622,6,No,21,4,7,3,3,2,1,1
37,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Otro,2,Masculino,47,3,Director de Investigación,4,Divorciado,12185,1,Si,14,3,10,1,10,8,0,7
38,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,1,Masculino,76,3,Ejecutivo de Ventas,3,Divorciado,10609,0,No,12,3,17,6,16,10,5,13
31,No,No_Viaja,Investigación y Desarrollo,4,Medicina,3,Masculino,90,1,Director de Manufactura,3,Casado,4345,0,No,12,3,6,2,5,4,1,4
59,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,70,2,Cientí­fico de Investigación,4,Casado,2177,3,No,17,3,7,6,1,0,0,0
37,No,Viaja_Frecuentemente,Ventas,4,Mercadeo,1,Masculino,41,3,Representante de Ventas,4,Divorciado,2793,4,No,17,3,13,2,9,8,5,8
29,No,Viaja_Frecuentemente,Ventas,1,Medicina,2,Femenino,42,3,Ejecutivo de Ventas,4,Casado,7918,1,No,14,3,11,5,11,10,4,1
35,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,3,Femenino,92,3,Ejecutivo de Ventas,3,Soltero,8789,1,No,14,3,10,3,10,7,0,8
52,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,89,2,Técnico de Laboratorio,4,Soltero,3212,7,No,15,3,6,3,2,2,2,2
42,No,Viaja_Raramente,Investigación y Desarrollo,2,Grado Tí©cnico,3,Masculino,58,3,Gerente,4,Casado,19232,1,No,11,3,22,3,22,17,11,15
59,No,Viaja_Raramente,Recursos Humanos,2,Medicina,2,Masculino,52,3,Recursos Humanos,3,Casado,2267,8,No,17,3,7,2,2,2,2,2
50,No,Viaja_Raramente,Ventas,4,Medicina,4,Femenino,68,3,Gerente,4,Divorciado,19517,3,No,11,3,32,3,7,0,0,6
43,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Femenino,80,3,Gerente,4,Casado,16064,5,Si,22,4,22,3,17,13,1,9
52,No,No_Viaja,Ventas,4,Ciencias de la Vida,1,Masculino,79,2,Gerente,3,Soltero,19068,1,Si,18,3,33,2,33,7,15,12
32,No,Viaja_Raramente,Ventas,2,Ciencias de la Vida,3,Femenino,56,3,Representante de Ventas,2,Casado,3931,2,No,11,3,6,5,4,3,1,2
39,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Femenino,96,3,Técnico de Laboratorio,3,Divorciado,2232,7,No,14,3,7,1,3,2,1,2
32,No,No_Viaja,Ventas,4,Mercadeo,3,Masculino,100,3,Ejecutivo de Ventas,4,Casado,4465,0,No,18,3,4,2,3,2,2,2
41,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,36,3,Cientí­fico de Investigación,1,Divorciado,3072,2,No,16,3,17,2,1,0,0,0
40,No,Viaja_Raramente,Investigación y Desarrollo,2,Grado Tí©cnico,1,Masculino,62,3,Cientí­fico de Investigación,4,Divorciado,3319,1,No,17,3,9,3,9,8,4,7
45,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,3,Masculino,70,4,Gerente,4,Casado,19202,0,No,11,3,25,2,24,0,1,7
31,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,2,Masculino,73,3,Director de Investigación,3,Divorciado,13675,9,No,12,3,9,3,2,2,2,2
33,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Femenino,63,2,Cientí­fico de Investigación,4,Casado,2911,1,No,13,3,2,2,2,2,0,2
34,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,84,2,Director de Manufactura,1,Casado,5957,6,No,13,3,13,3,11,9,5,9
37,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,3,Femenino,83,2,Cientí­fico de Investigación,1,Casado,3920,2,No,14,3,17,2,3,1,0,2
45,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,77,4,Director de Manufactura,3,Casado,6434,4,No,17,3,9,1,3,2,0,2
39,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Grado Tí©cnico,3,Femenino,64,3,Representante de Salud,3,Soltero,10938,0,No,25,4,20,1,19,6,11,8
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,60,3,Cientí­fico de Investigación,4,Soltero,2340,1,No,19,3,6,1,6,5,1,5
42,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Femenino,82,4,Cientí­fico de Investigación,1,Soltero,6545,3,Si,13,3,10,1,3,2,0,2
29,No,Viaja_Raramente,Ventas,2,Mercadeo,4,Masculino,45,3,Ejecutivo de Ventas,4,Divorciado,6931,2,No,14,3,10,2,3,2,0,2
25,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Femenino,62,3,Director de Manufactura,3,Casado,4898,0,No,12,3,5,3,4,2,1,2
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,56,2,Técnico de Laboratorio,1,Divorciado,2593,0,Si,11,3,10,4,9,6,7,8
40,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,1,Masculino,49,3,Director de Investigación,3,Divorciado,19436,0,No,19,3,22,5,21,7,3,9
51,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,96,3,Cientí­fico de Investigación,4,Casado,2723,1,No,11,3,1,0,1,0,0,0
32,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Masculino,100,4,Técnico de Laboratorio,2,Casado,2794,1,No,20,4,5,3,5,1,0,3
38,No,No_Viaja,Ventas,2,Ciencias de la Vida,4,Masculino,39,2,Ejecutivo de Ventas,4,Casado,5249,3,No,18,3,13,0,8,7,7,5
32,No,Viaja_Raramente,Investigación y Desarrollo,1,Grado Tí©cnico,4,Masculino,84,2,Técnico de Laboratorio,1,Soltero,2176,4,No,13,3,9,5,6,2,0,4
46,No,Viaja_Raramente,Ventas,3,Grado Tí©cnico,3,Femenino,75,1,Gerente,2,Casado,16872,3,Si,12,3,28,2,7,7,7,7
29,No,Viaja_Raramente,Ventas,3,Medicina,1,Masculino,78,2,Ejecutivo de Ventas,2,Casado,6644,2,No,19,3,10,2,0,0,0,0
31,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,2,Masculino,64,2,Representante de Salud,4,Casado,5582,0,No,21,4,10,2,9,0,7,8
25,No,No_Viaja,Investigación y Desarrollo,2,Ciencias de la Vida,2,Masculino,85,4,Representante de Salud,1,Divorciado,4000,1,No,12,3,6,2,6,3,1,5
45,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,3,Masculino,79,3,Representante de Salud,4,Casado,13496,0,Si,14,3,21,2,20,7,4,10
36,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,47,3,Técnico de Laboratorio,4,Casado,3210,0,No,11,3,16,4,15,13,10,11
55,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,81,3,Gerente,1,Soltero,19045,0,Si,14,3,37,2,36,10,4,13
28,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,94,3,Cientí­fico de Investigación,4,Casado,2070,1,No,23,4,5,3,5,2,0,4
37,No,Viaja_Raramente,Ventas,4,Medicina,3,Masculino,98,3,Ejecutivo de Ventas,4,Casado,6502,4,No,14,3,7,5,5,4,0,1
21,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Masculino,100,2,Cientí­fico de Investigación,3,Soltero,3230,1,No,17,3,3,4,3,2,1,0
37,No,No_Viaja,Investigación y Desarrollo,4,Medicina,1,Femenino,80,3,Director de Investigación,4,Divorciado,13603,2,Si,18,3,15,2,5,2,0,2
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Femenino,71,4,Gerente,2,Divorciado,11996,7,No,18,3,10,6,7,7,6,2
38,No,Viaja_Raramente,Ventas,2,Medicina,1,Femenino,44,4,Ejecutivo de Ventas,1,Divorciado,5605,1,Si,24,4,8,3,8,0,7,7
26,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,84,3,Director de Manufactura,2,Divorciado,6397,1,No,20,4,6,6,6,5,1,4
50,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,1,Masculino,96,3,Director de Investigación,2,Divorciado,19144,3,No,14,3,28,4,10,4,1,6
53,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Masculino,45,3,Director de Investigación,3,Casado,17584,3,Si,16,3,21,5,5,3,1,3
42,No,Viaja_Raramente,Ventas,1,Ciencias de la Vida,2,Masculino,99,3,Ejecutivo de Ventas,3,Casado,4907,1,No,25,4,20,3,20,16,11,6
29,No,Viaja_Frecuentemente,Ventas,2,Ciencias de la Vida,2,Masculino,44,3,Ejecutivo de Ventas,4,Soltero,4554,1,No,18,3,10,3,10,7,0,9
55,No,Viaja_Raramente,Investigación y Desarrollo,2,Grado Tí©cnico,2,Masculino,37,3,Técnico de Laboratorio,4,Casado,5415,3,Si,19,3,12,4,10,7,0,8
26,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Medicina,1,Masculino,60,3,Representante de Salud,1,Casado,4741,1,Si,13,3,5,3,5,3,3,3
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,42,3,Cientí­fico de Investigación,4,Soltero,2115,1,No,12,3,17,3,17,12,5,7
38,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,82,3,Representante de Salud,4,Divorciado,5745,9,No,14,3,10,2,2,2,1,2
28,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Femenino,66,3,Cientí­fico de Investigación,4,Soltero,3310,1,No,21,4,5,3,5,3,0,2
49,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Femenino,35,3,Director de Investigación,1,Soltero,18665,9,Si,11,3,22,4,3,2,1,2
36,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,3,Masculino,30,3,Cientí­fico de Investigación,2,Soltero,4485,4,No,12,3,10,2,8,0,7,7
31,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,4,Femenino,84,3,Representante de Ventas,2,Divorciado,2789,1,No,11,3,2,5,2,2,2,2
37,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,2,Masculino,53,3,Cientí­fico de Investigación,4,Casado,2326,1,Si,12,3,4,3,4,2,1,2
42,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,3,Femenino,77,3,Ejecutivo de Ventas,2,Casado,13525,5,No,14,3,23,2,20,4,4,8
35,No,Viaja_Raramente,Ventas,3,Mercadeo,3,Masculino,96,3,Ejecutivo de Ventas,2,Casado,8020,0,No,15,3,12,3,11,9,6,9
36,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,81,4,Técnico de Laboratorio,4,Casado,3688,4,No,18,3,4,2,1,0,0,0
51,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,84,1,Director de Manufactura,2,Divorciado,5482,5,No,18,3,13,3,4,1,1,2
41,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,4,Masculino,88,3,Gerente,2,Soltero,16015,1,No,19,3,22,2,22,10,0,4
18,No,Viaja_Raramente,Ventas,3,Medicina,4,Femenino,69,2,Representante de Ventas,3,Soltero,1200,1,No,12,3,0,2,0,0,0,0
28,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,2,Masculino,68,4,Representante de Salud,1,Soltero,5661,0,No,19,3,9,2,8,3,0,7
31,No,Viaja_Raramente,Ventas,3,Grado Tí©cnico,2,Masculino,100,4,Ejecutivo de Ventas,4,Casado,6929,4,No,11,3,10,3,8,7,7,7
39,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Masculino,48,4,Representante de Salud,4,Divorciado,9613,0,No,17,3,19,5,18,10,3,7
36,No,No_Viaja,Investigación y Desarrollo,4,Ciencias de la Vida,2,Femenino,47,3,Técnico de Laboratorio,2,Casado,5674,7,No,15,3,11,3,9,8,0,8
32,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,4,Masculino,91,2,Ejecutivo de Ventas,3,Casado,5484,1,No,14,3,13,3,13,8,4,8
38,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,1,Femenino,81,2,Director de Investigación,2,Casado,12061,3,No,17,3,19,2,10,8,0,1
58,No,No_Viaja,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,32,1,Representante de Salud,3,Divorciado,5660,2,Si,13,3,12,2,5,3,1,2
31,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,3,Masculino,86,3,Cientí­fico de Investigación,4,Casado,4821,0,Si,12,3,6,4,5,2,0,3
31,No,Viaja_Raramente,Recursos Humanos,3,Recursos Humanos,1,Masculino,62,2,Recursos Humanos,1,Casado,6410,3,No,12,3,9,1,2,2,1,0
45,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,97,3,Técnico de Laboratorio,1,Divorciado,5210,1,No,18,3,24,2,24,9,9,11
31,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,32,3,Cientí­fico de Investigación,4,Divorciado,2695,0,Si,18,3,3,2,2,2,2,2
33,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,74,3,Gerente,2,Casado,11878,6,No,11,3,12,2,10,6,8,8
39,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,3,Masculino,99,3,Gerente,1,Casado,17068,1,Si,14,3,21,3,21,9,11,10
43,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Femenino,33,3,Técnico de Laboratorio,4,Soltero,2455,0,No,19,3,9,5,8,7,1,7
49,No,Viaja_Raramente,Investigación y Desarrollo,2,Grado Tí©cnico,3,Femenino,90,2,Representante de Salud,3,Soltero,13964,7,Si,12,3,25,2,7,1,0,7
27,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,85,3,Cientí­fico de Investigación,2,Soltero,2478,1,Si,12,3,4,2,4,3,1,2
32,No,Viaja_Raramente,Ventas,2,Grado Tí©cnico,3,Femenino,65,2,Ejecutivo de Ventas,2,Casado,5228,1,Si,11,3,13,2,13,12,11,9
27,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,4,Masculino,74,3,Ejecutivo de Ventas,3,Soltero,4478,1,Si,11,3,5,3,5,4,0,4
31,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Masculino,73,3,Ejecutivo de Ventas,4,Divorciado,7547,4,No,12,3,13,3,7,7,1,7
32,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,1,Femenino,74,4,Cientí­fico de Investigación,4,Soltero,5055,7,No,16,3,10,0,7,7,0,7
30,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Femenino,64,3,Cientí­fico de Investigación,4,Casado,5775,1,No,13,3,11,2,10,8,1,9
31,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Femenino,48,2,Director de Manufactura,3,Casado,8943,1,No,24,4,10,2,10,9,8,9
39,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Medicina,3,Masculino,54,2,Gerente,4,Casado,19272,1,No,15,3,21,2,21,9,13,3
33,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,2,Masculino,46,2,Ejecutivo de Ventas,4,Soltero,4682,3,No,14,3,9,6,7,7,0,1
47,No,Viaja_Raramente,Investigación y Desarrollo,5,Ciencias de la Vida,4,Masculino,42,3,Director de Investigación,3,Casado,18300,4,No,11,3,21,2,3,2,1,1
43,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Femenino,82,2,Técnico de Laboratorio,3,Divorciado,5257,1,No,11,3,9,3,9,7,0,0
27,No,No_Viaja,Ventas,1,Mercadeo,3,Masculino,73,3,Ejecutivo de Ventas,2,Casado,6349,0,Si,13,3,6,0,5,4,1,4
54,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,31,3,Cientí­fico de Investigación,3,Soltero,4869,3,No,12,3,20,4,4,3,0,3
43,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,43,3,Representante de Salud,1,Casado,9985,8,No,16,3,10,1,1,0,0,0
45,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,4,Masculino,75,3,Cientí­fico de Investigación,4,Casado,3697,9,No,14,3,12,3,10,9,9,8
40,No,Viaja_Raramente,Ventas,2,Medicina,2,Masculino,57,1,Ejecutivo de Ventas,4,Casado,7457,2,Si,22,4,6,2,4,3,0,2
29,No,Viaja_Raramente,Investigación y Desarrollo,5,Otro,2,Masculino,30,2,Técnico de Laboratorio,4,Soltero,3983,0,No,17,3,4,2,3,2,2,2
30,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Femenino,30,2,Ejecutivo de Ventas,3,Divorciado,6118,1,No,13,3,10,2,10,9,1,2
27,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Femenino,56,3,Ejecutivo de Ventas,2,Casado,6214,1,No,18,3,8,3,8,7,0,7
37,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Masculino,61,3,Director de Manufactura,4,Divorciado,6347,7,No,16,3,8,2,6,2,0,4
38,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,92,2,Director de Investigación,4,Divorciado,11510,0,Si,14,3,12,3,11,10,2,9
31,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Femenino,39,3,Director de Manufactura,4,Soltero,7143,1,Si,14,3,11,2,11,9,4,10
29,No,Viaja_Raramente,Ventas,1,Mercadeo,4,Femenino,39,2,Ejecutivo de Ventas,2,Divorciado,8268,1,Si,14,3,7,2,7,7,1,7
35,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,3,Masculino,62,3,Director de Manufactura,2,Soltero,8095,0,No,13,3,17,5,16,6,0,13
23,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Masculino,83,3,Cientí­fico de Investigación,4,Divorciado,2904,1,No,12,3,4,2,4,2,0,2
41,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,95,2,Director de Manufactura,2,Soltero,6032,6,Si,15,3,8,3,5,4,1,2
47,No,Viaja_Frecuentemente,Ventas,1,Medicina,2,Masculino,99,3,Representante de Ventas,3,Soltero,2976,3,No,19,3,5,3,0,0,0,0
42,No,Viaja_Raramente,Investigación y Desarrollo,5,Ciencias de la Vida,1,Femenino,44,3,Director de Investigación,4,Soltero,15992,2,No,14,3,16,2,1,0,0,0
29,No,No_Viaja,Ventas,3,Ciencias de la Vida,4,Masculino,61,3,Ejecutivo de Ventas,3,Casado,4649,1,No,14,3,4,3,4,3,0,2
42,No,Viaja_Raramente,Recursos Humanos,1,Grado Tí©cnico,3,Masculino,52,3,Recursos Humanos,3,Divorciado,2696,0,Si,11,3,4,5,3,2,1,0
32,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,75,3,Técnico de Laboratorio,2,Casado,2370,1,No,13,3,8,4,8,0,0,7
48,No,Viaja_Raramente,Ventas,1,Medicina,1,Femenino,91,3,Gerente,3,Casado,12504,3,No,21,4,15,3,0,0,0,0
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Masculino,51,4,Cientí­fico de Investigación,1,Divorciado,5974,4,Si,13,3,13,2,7,7,6,7
30,No,No_Viaja,Ventas,2,Grado Tí©cnico,4,Femenino,85,3,Ejecutivo de Ventas,3,Casado,4736,7,Si,12,3,4,2,2,2,2,2
26,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,3,Masculino,57,3,Ejecutivo de Ventas,3,Casado,5296,1,No,17,3,8,3,8,7,7,7
42,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,1,Masculino,98,2,Representante de Salud,4,Soltero,6781,3,No,23,4,14,6,1,0,0,0
36,No,No_Viaja,Ventas,5,Medicina,4,Femenino,45,3,Ejecutivo de Ventas,4,Soltero,6653,4,No,15,3,7,6,1,0,0,0
36,No,Viaja_Frecuentemente,Ventas,4,Medicina,1,Masculino,48,2,Ejecutivo de Ventas,4,Casado,9699,4,No,11,3,16,2,13,9,1,12
57,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,88,3,Representante de Salud,3,Casado,6755,2,No,11,3,15,2,3,2,1,2
40,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,46,4,Técnico de Laboratorio,3,Casado,2213,3,Si,13,3,10,3,7,7,1,7
21,No,No_Viaja,Ventas,2,Medicina,1,Masculino,39,3,Representante de Ventas,4,Soltero,2610,1,No,24,4,3,3,3,2,2,2
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,98,3,Técnico de Laboratorio,1,Casado,3452,6,No,20,4,17,3,5,4,0,3
46,No,No_Viaja,Investigación y Desarrollo,4,Medicina,3,Femenino,30,3,Director de Manufactura,3,Casado,5258,2,No,14,3,7,2,1,0,0,0
50,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,4,Masculino,100,2,Representante de Salud,4,Soltero,10496,6,No,15,3,20,2,4,3,1,3
31,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,42,2,Cientí­fico de Investigación,2,Soltero,2657,0,Si,16,3,3,5,2,2,2,2
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,54,3,Cientí­fico de Investigación,4,Soltero,2201,9,No,16,3,6,4,3,2,1,2
35,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,97,2,Representante de Salud,2,Soltero,6540,9,No,19,3,10,5,1,1,0,0
